"Address","Coordinates"
"3007 Beaumontweg, Bern Bern","7.4303592000000185,46.938339499999785"
"3007 Beaumontweg, Bern Bern","7.430441000000019,46.93835879999978"
"3007 Beaumontweg, Bern Bern","7.430655800000019,46.93832389999978"
"3007 Beaumontweg, Bern Bern","7.430548000000019,46.93833249999978"
"3007 Beaumontweg, Bern Bern","7.430856100000018,46.93828669999978"
"3007 Beaumontweg, Bern Bern","7.430752800000018,46.938295599999776"
"3007 Armandweg, Bern Bern","7.429507800000018,46.938491799999774"
"3007 Beaumontweg, Bern Bern","7.4295202000000184,46.938638399999775"
"3007 Beaumontweg, Bern Bern","7.429870700000018,46.93854819999977"
"3007 Beaumontweg, Bern Bern","7.430079300000018,46.93847229999977"
"3007 Beaumontweg, Bern Bern","7.4299107000000175,46.938726499999774"
"3007 Werdtweg, Bern Bern","7.429555500000017,46.93903529999977"
"3007 Werdtweg, Bern Bern","7.429626700000017,46.939079799999774"
"3007 Beaumontweg, Bern Bern","7.430004500000017,46.93880279999978"
"3007 Steinauweg, Bern Bern","7.430294300000017,46.93856219999977"
"3007 Steinauweg, Bern Bern","7.430446000000017,46.93874399999977"
"3007 Beaumontweg, Bern Bern","7.430610800000017,46.93847529999977"
"3007 Beaumontweg, Bern Bern","7.430739600000017,46.93845009999977"
"3007 Steinauweg, Bern Bern","7.4306350000000165,46.93872039999977"
"3007 Steinauweg, Bern Bern","7.430696700000016,46.938797499999765"
"3007 Steinauweg, Bern Bern","7.430590100000017,46.93893579999977"
"3007 Steinauweg, Bern Bern","7.430798700000016,46.938927599999765"
"3007 Steinauweg, Bern Bern","7.430859800000016,46.939010399999766"
"3007 Balmweg, Bern Bern","7.431007700000016,46.93773909999977"
"3007 Balmweg, Bern Bern","7.431030200000016,46.937816699999765"
"3007 Graffenriedweg, Bern Bern","7.430990400000017,46.937970499999764"
"3007 Graffenriedweg, Bern Bern","7.431378700000017,46.937898799999765"
"3007 Beaumontweg, Bern Bern","7.431115500000017,46.938229699999766"
"3007 Beaumontweg, Bern Bern","7.431053900000016,46.93824879999977"
"3007 Beaumontweg, Bern Bern","7.430950800000017,46.93825979999977"
"3007 Beaumontweg, Bern Bern","7.4310081000000165,46.93839929999977"
"3007 Beaumontweg, Bern Bern","7.431121900000017,46.938379999999775"
"3007 Balmweg, Bern Bern","7.4313118000000165,46.938115599999776"
"3007 Graffenriedweg, Bern Bern","7.431600500000016,46.93786149999978"
"3007 Beaumontweg, Bern Bern","7.431602300000016,46.938147799999776"
"3007 Beaumontweg, Bern Bern","7.431824900000016,46.93810929999977"
"3007 Balmweg, Bern Bern","7.431441600000016,46.93849519999977"
"3007 Balmweg, Bern Bern","7.4314926000000145,46.938698999999765"
"3007 Balmweg, Bern Bern","7.431270300000015,46.938683699999764"
"3007 Balmweg, Bern Bern","7.431294200000013,46.93877669999976"
"3007 B��rkiweg, Bern Bern","7.431267800000013,46.93908449999976"
"3007 Seftigenstrasse, Bern Bern","7.431699700000013,46.93846389999976"
"3007 Lentulusstrasse, Bern Bern","7.428072200000011,46.93909219999977"
"3007 Lentulusstrasse, Bern Bern","7.428060300000011,46.93977449999978"
"3007 Lentulusstrasse, Bern Bern","7.427985800000011,46.93970689999978"
"3007 Lentulusstrasse, Bern Bern","7.4279892000000105,46.939495799999776"
"3007 Friedeckweg, Bern Bern","7.433649400000005,46.94156310000029"
"3007 Friedeckweg, Bern Bern","7.433789300000004,46.941520400000286"
"3007 Sulgenbachstrasse, Bern Bern","7.4341121000000046,46.94163480000029"
"3007 Friedeckweg, Bern Bern","7.434415000000005,46.941330100000286"
"3007 Friedeckweg, Bern Bern","7.434313600000005,46.941361000000285"
"3007 M��hlemattstrasse, Bern Bern","7.432735600000005,46.94196230000028"
"3007 M��hlemattstrasse, Bern Bern","7.432798500000005,46.94187320000028"
"3007 Sulgenbachstrasse, Bern Bern","7.433129400000005,46.94195230000028"
"3007 M��hlemattstrasse, Bern Bern","7.433007800000005,46.94186640000028"
"3007 M��hlemattstrasse, Bern Bern","7.433170600000005,46.942160400000276"
"3007 M��hlemattstrasse, Bern Bern","7.432963800000005,46.94209240000028"
"3007 M��hlemattstrasse, Bern Bern","7.433331200000005,46.942217800000286"
"3007 Pestalozzistrasse, Bern Bern","7.425387000000012,46.94136470000003"
"3007 Pestalozzistrasse, Bern Bern","7.425726100000012,46.94160880000003"
"3007 Pestalozzistrasse, Bern Bern","7.425652300000012,46.94155560000003"
"3007 Pestalozzistrasse, Bern Bern","7.425586500000012,46.94150830000003"
"3007 Weissensteinstrasse, Bern Bern","7.42707000000001,46.939328200000034"
"3007 Weissensteinstrasse, Bern Bern","7.426850000000011,46.93930120000003"
"3007 Lentulusstrasse, Bern Bern","7.42681960000001,46.939885900000036"
"3007 Lentulusstrasse, Bern Bern","7.42689970000001,46.939844400000034"
"3007 Lentulusstrasse, Bern Bern","7.42696890000001,46.94006300000003"
"3007 Lentulusstrasse, Bern Bern","7.42679710000001,46.94022620000003"
"3007 Lentulusstrasse, Bern Bern","7.42686020000001,46.94028210000003"
"3007 Lentulusstrasse, Bern Bern","7.42707040000001,46.940154000000035"
"3007 Eigerplatz, Bern Bern","7.431651900000009,46.940912800000035"
"3007 Eigerplatz, Bern Bern","7.431698500000009,46.940972400000035"
"3007 Niggelerstrasse, Bern Bern","7.425701500000011,46.94075730000001"
"3007 Niggelerstrasse, Bern Bern","7.425843400000011,46.94075120000001"
"3007 Niggelerstrasse, Bern Bern","7.425626000000011,46.94095560000001"
"3007 Niggelerstrasse, Bern Bern","7.425512600000011,46.94086270000001"
"3007 Niggelerstrasse, Bern Bern","7.425720500000011,46.94102770000001"
"3007 Niggelerstrasse, Bern Bern","7.425859800000011,46.9408809"
"3007 Niggelerstrasse, Bern Bern","7.425812700000011,46.941104900000006"
"3007 Niggelerstrasse, Bern Bern","7.4259727000000115,46.94097750000001"
"3007 Lentulusrain, Bern Bern","7.4266720000000115,46.94078300000001"
"3007 Niggelerstrasse, Bern Bern","7.426097700000011,46.94107480000001"
"3007 Lentulusrain, Bern Bern","7.426534100000011,46.94086000000001"
"3007 Niggelerstrasse, Bern Bern","7.425976800000011,46.941233200000006"
"3007 Niggelerstrasse, Bern Bern","7.425888200000011,46.94116400000001"
"3007 C��cilienstrasse, Bern Bern","7.425926400000011,46.941368000000004"
"3007 Pestalozzistrasse, Bern Bern","7.425780400000011,46.941559500000004"
"3007 C��cilienstrasse, Bern Bern","7.426150500000011,46.941428200000004"
"3007 C��cilienstrasse, Bern Bern","7.426613500000011,46.9413618"
"3007 C��cilienstrasse, Bern Bern","7.426490900000011,46.9412217"
"3007 C��cilienstrasse, Bern Bern","7.42634190000001,46.9415125"
"3007 Lentulusrain, Bern Bern","7.427308600000011,46.9404198"
"3007 Lentulusrain, Bern Bern","7.42740670000001,46.9403661"
"3007 Lentulusrain, Bern Bern","7.4275762000000105,46.9402736"
"3007 Lentulusrain, Bern Bern","7.4278698000000105,46.9403661"
"3007 C��cilienstrasse, Bern Bern","7.428778900000011,46.939934199999996"
"3007 C��cilienstrasse, Bern Bern","7.428488600000011,46.940096999999994"
"3007 C��cilienstrasse, Bern Bern","7.428575400000011,46.94004939999999"
"3007 C��cilienstrasse, Bern Bern","7.428684900000011,46.93998789999999"
"3007 C��cilienstrasse, Bern Bern","7.428185300000011,46.94028689999999"
"3007 C��cilienstrasse, Bern Bern","7.428286700000011,46.94023149999999"
"3007 C��cilienstrasse, Bern Bern","7.4283832000000105,46.94015679999999"
"3007 C��cilienstrasse, Bern Bern","7.42823390000001,46.94045409999999"
"3007 C��cilienstrasse, Bern Bern","7.42829870000001,46.94041779999999"
"3007 C��cilienstrasse, Bern Bern","7.42855370000001,46.940275099999994"
"3007 C��cilienstrasse, Bern Bern","7.42865630000001,46.94021779999999"
"3007 C��cilienstrasse, Bern Bern","7.42887220000001,46.93988209999999"
"3007 Hopfenrain, Bern Bern","7.42897360000001,46.94011139999999"
"3007 Hopfenrain, Bern Bern","7.42906200000001,46.94019389999999"
"3007 Hopfenrain, Bern Bern","7.4291382000000095,46.94026529999999"
"3007 Hopfenrain, Bern Bern","7.429078000000009,46.940388799999994"
"3007 Hopfenrain, Bern Bern","7.429224200000009,46.94034559999999"
"3007 Lentulusrain, Bern Bern","7.426809800000009,46.94070609999999"
"3007 Lentulusrain, Bern Bern","7.427035300000009,46.94057099999999"
"3007 Lentulusrain, Bern Bern","7.427131000000009,46.94051779999999"
"3007 Lentulusrain, Bern Bern","7.427219400000009,46.94046909999999"
"3007 C��cilienstrasse, Bern Bern","7.427289100000009,46.940775299999984"
"3007 C��cilienstrasse, Bern Bern","7.427377500000009,46.94072709999998"
"3007 C��cilienstrasse, Bern Bern","7.42706250000001,46.94091659999998"
"3007 C��cilienstrasse, Bern Bern","7.42676540000001,46.94103219999998"
"3007 C��cilienstrasse, Bern Bern","7.427295200000009,46.94095799999998"
"3007 C��cilienstrasse, Bern Bern","7.42719400000001,46.94103659999998"
"3007 C��cilienstrasse, Bern Bern","7.42756000000001,46.940626899999984"
"3007 C��cilienstrasse, Bern Bern","7.42764520000001,46.94057979999998"
"3007 C��cilienstrasse, Bern Bern","7.42776840000001,46.94051619999998"
"3007 C��cilienstrasse, Bern Bern","7.427466700000011,46.94067779999998"
"3007 C��cilienstrasse, Bern Bern","7.428015000000011,46.94059579999998"
"3007 C��cilienstrasse, Bern Bern","7.427878500000011,46.94067169999998"
"3007 C��cilienstrasse, Bern Bern","7.427502000000011,46.94086139999998"
"3007 C��cilienrain, Bern Bern","7.42804810000001,46.940902199999975"
"3007 C��cilienstrasse, Bern Bern","7.42684520000001,46.94123309999998"
"3007 Lentulusrain, Bern Bern","7.428737700000012,46.940585999999975"
"3007 Lentulusrain, Bern Bern","7.428518900000012,46.94069099999997"
"3007 Lentulusrain, Bern Bern","7.428625600000012,46.94063979999997"
"3007 Lentulusrain, Bern Bern","7.428328200000012,46.940844999999975"
"3007 Lentulusrain, Bern Bern","7.428245000000012,46.94088799999997"
"3007 Hopfenweg, Bern Bern","7.428336300000012,46.941085199999975"
"3007 Hopfenweg, Bern Bern","7.428412200000012,46.94104529999998"
"3007 Hopfenweg, Bern Bern","7.428768100000012,46.94085809999998"
"3007 Hopfenweg, Bern Bern","7.428555000000012,46.94111709999998"
"3007 Hopfenweg, Bern Bern","7.428647500000012,46.94106859999998"
"3007 Hopfenweg, Bern Bern","7.428498300000012,46.94100039999998"
"3007 Lentulusrain, Bern Bern","7.4288504000000115,46.94053189999998"
"3007 Lentulusrain, Bern Bern","7.428929300000012,46.940471899999984"
"3007 Hopfenweg, Bern Bern","7.428983000000011,46.94075569999998"
"3007 Hopfenweg, Bern Bern","7.429258800000012,46.94067479999998"
"3007 Hopfenrain, Bern Bern","7.429433600000012,46.94077189999998"
"3007 Hopfenweg, Bern Bern","7.428856700000011,46.94096849999998"
"3007 Hopfenweg, Bern Bern","7.428953800000011,46.94092809999998"
"3007 Hopfenweg, Bern Bern","7.429064700000011,46.94088209999998"
"3007 Hopfenweg, Bern Bern","7.429149500000011,46.94084679999998"
"3007 Hopfenweg, Bern Bern","7.428294500000011,46.94122969999999"
"3007 Hopfenweg, Bern Bern","7.428381300000011,46.941208299999985"
"3007 Hopfenweg, Bern Bern","7.428234200000012,46.941343799999984"
"3007 Hopfenweg, Bern Bern","7.428348300000012,46.941461099999984"
"3007 Hopfenweg, Bern Bern","7.428474700000012,46.94115929999998"
"3007 Hopfenweg, Bern Bern","7.430146700000012,46.94034269999998"
"3007 Hopfenweg, Bern Bern","7.429521100000012,46.94057309999998"
"3007 Hopfenweg, Bern Bern","7.429727600000012,46.94050209999998"
"3007 Hopfenweg, Bern Bern","7.429823000000012,46.94046599999998"
"3007 Wabernstrasse, Bern Bern","7.438220700000029,46.93809609999998"
"3011 Kramgasse, Bern Bern","7.449908000000001,46.947849000000105"
"3011 Junkerngasse, Bern Bern","7.454053900000001,46.9478937000001"
"3011 Kramgasse, Bern Bern","7.452189599999993,46.948167100000035"
"3011 Kramgasse, Bern Bern","7.452212899999994,46.94785690000003"
"3011 Zeughausgasse, Bern Bern","7.44453789999999,46.94890150000001"
"3011 Bundesgasse, Bern Bern","7.441153800000018,46.94593660000028"
"3007 Lenzweg, Bern Bern","7.422985500000012,46.94025260000025"
"3007 Hubelmattstrasse, Bern Bern","7.422934500000012,46.942852300000254"
"3007 Weissensteinstrasse, Bern Bern","7.421373500000012,46.94039400000025"
"3008 Weissensteinstrasse, Bern Bern","7.419653400000013,46.94093130000025"
"3007 Munzingerstrasse, Bern Bern","7.421736800000012,46.94095410000025"
"3007 Munzingerstrasse, Bern Bern","7.422780400000011,46.94137780000025"
"3007 Hubelmattstrasse, Bern Bern","7.424035100000011,46.94281840000025"
"3007 Weissensteinstrasse, Bern Bern","7.422681500000011,46.94020020000025"
"3007 Kirchb��hlweg, Bern Bern","7.423696900000011,46.94187760000025"
"3007 Weissensteinstrasse, Bern Bern","7.422337500000011,46.93991150000025"
"3007 Hubelmattstrasse, Bern Bern","7.42441460000001,46.94253410000025"
"3007 Brunnmattstrasse, Bern Bern","7.42309450000001,46.940728500000255"
"3008 Weissensteinstrasse, Bern Bern","7.42008620000001,46.941196700000255"
"3007 Brunnmattstrasse, Bern Bern","7.42384440000001,46.94127240000025"
"3007 Brunnmattstrasse, Bern Bern","7.42432300000001,46.941376700000255"
"3007 Brunnmattstrasse, Bern Bern","7.424074800000009,46.941424100000255"
"3007 Hubelmattstrasse, Bern Bern","7.42413480000001,46.942543000000256"
"3007 Hubelmattstrasse, Bern Bern","7.42324300000001,46.942785200000266"
"3008 Weissensteinstrasse, Bern Bern","7.42020450000001,46.941116100000265"
"3007 Weissensteinstrasse, Bern Bern","7.42171930000001,46.94018500000026"
"3007 Brunnmattstrasse, Bern Bern","7.423432300000011,46.940773100000264"
"3007 Lenzweg, Bern Bern","7.42306880000001,46.94031140000026"
"3008 Weissensteinstrasse, Bern Bern","7.41950790000001,46.94067320000026"
"3007 Brunnmattstrasse, Bern Bern","7.42443830000001,46.94146100000027"
"3007 Weissensteinstrasse, Bern Bern","7.423073200000011,46.939785700000265"
"3007 Munzingerstrasse, Bern Bern","7.421699800000011,46.940770800000266"
"3007 Kirchb��hlweg, Bern Bern","7.423838800000011,46.941971100000266"
"3007 Hubelmattstrasse, Bern Bern","7.423646000000011,46.942973100000266"
"3007 Brunnmattstrasse, Bern Bern","7.424784500000011,46.941628700000265"
"3007 Weissensteinstrasse, Bern Bern","7.422424400000011,46.93988710000026"
"3008 Weissensteinstrasse, Bern Bern","7.419896500000011,46.94096880000026"
"3007 Weissensteinstrasse, Bern Bern","7.422654000000011,46.93983940000026"
"3007 Kirchb��hlweg, Bern Bern","7.42497020000001,46.941916000000255"
"3007 Weissensteinstrasse, Bern Bern","7.422048600000011,46.940023800000255"
"3007 Hubelmattstrasse, Bern Bern","7.424572700000011,46.94253320000025"
"3007 Hubelmattstrasse, Bern Bern","7.423961300000011,46.94266470000025"
"3008 Weissensteinstrasse, Bern Bern","7.419334100000011,46.94094020000025"
"3008 Weissensteinstrasse, Bern Bern","7.420608400000012,46.94085590000025"
"3007 Hubelmattstrasse, Bern Bern","7.423100600000012,46.94328010000025"
"3007 Munzingerstrasse, Bern Bern","7.423402800000011,46.941082300000254"
"3007 Brunnmattstrasse, Bern Bern","7.423758900000012,46.94096340000026"
"3007 Brunnmattstrasse, Bern Bern","7.424207700000012,46.94129240000026"
"3007 Hubelmattstrasse, Bern Bern","7.424259000000012,46.94273270000025"
"3007 Lenzweg, Bern Bern","7.4228001000000114,46.94054510000025"
"3007 Hubelmattstrasse, Bern Bern","7.423383300000012,46.94309710000025"
"3008 Weissensteinstrasse, Bern Bern","7.4201080000000115,46.94100020000025"
"3007 Weissensteinstrasse, Bern Bern","7.421546400000011,46.940289500000254"
"3007 Kirchb��hlweg, Bern Bern","7.424223800000011,46.942051700000256"
"3007 Brunnmattstrasse, Bern Bern","7.423568200000011,46.940870100000254"
"3008 Weissensteinstrasse, Bern Bern","7.419783900000011,46.94099440000025"
"3007 Munzingerstrasse, Bern Bern","7.422915800000012,46.94111800000025"
"3007 Lenzweg, Bern Bern","7.4228020000000114,46.94037370000025"
"3007 Weissensteinstrasse, Bern Bern","7.422951400000012,46.93996280000025"
"3007 Hubelmattstrasse, Bern Bern","7.4231004000000125,46.942989500000245"
"3007 Kirchb��hlweg, Bern Bern","7.424567300000013,46.94187540000024"
"3007 Munzingerstrasse, Bern Bern","7.422620100000013,46.941341000000236"
"3007 Kirchb��hlweg, Bern Bern","7.423909800000013,46.94201780000024"
"3008 Bridelstrasse, Bern Bern","7.422840699999975,46.93916809999988"
"3008 Bridelstrasse, Bern Bern","7.423152699999975,46.93909559999988"
"3007 Brunnmattstrasse, Bern Bern","7.426198999999987,46.94430419999999"
"3007 Brunnmattstrasse, Bern Bern","7.426436999999987,46.94430219999999"
"3007 Brunnmattstrasse, Bern Bern","7.426549599999986,46.94430119999999"
"3007 Brunnmattstrasse, Bern Bern","7.426818799999986,46.94347199999999"
"3007 Brunnmattstrasse, Bern Bern","7.426953399999987,46.94367309999999"
"3007 Brunnmattstrasse, Bern Bern","7.427034299999987,46.94377939999999"
"3007 Mattenhofstrasse, Bern Bern","7.427486699999988,46.94387869999999"
"3007 Brunnmattstrasse, Bern Bern","7.426922299999988,46.94421799999999"
"3007 Brunnmattstrasse, Bern Bern","7.427014299999988,46.94419159999999"
"3007 Brunnmattstrasse, Bern Bern","7.427117199999988,46.94407259999999"
"3007 Schwarztorstrasse, Bern Bern","7.426784999999988,46.944574499999995"
"3007 Brunnmattstrasse, Bern Bern","7.426772399999988,46.944261"
"3007 Mattenhofstrasse, Bern Bern","7.427933599999989,46.9440618"
"3007 Brunnmattstrasse, Bern Bern","7.427472799999989,46.9443185"
"3007 Schwarztorstrasse, Bern Bern","7.427926499999988,46.9445788"
"3007 Mattenhofstrasse, Bern Bern","7.428739799999988,46.9438253"
"3007 Mattenhofstrasse, Bern Bern","7.428940599999988,46.9437638"
"3007 Mattenhofstrasse, Bern Bern","7.429363699999988,46.9436306"
"3007 Lilienweg, Bern Bern","7.428365899999988,46.9439926"
"3007 Lilienweg, Bern Bern","7.428433199999988,46.9440296"
"3007 Mattenhofstrasse, Bern Bern","7.4281732999999885,46.943991"
"3008 Somazzistrasse, Bern Bern","7.422419799999956,46.93450599999991"
"3008 Somazzistrasse, Bern Bern","7.422100499999956,46.93463269999991"
"3008 Somazzistrasse, Bern Bern","7.422614399999955,46.93468819999991"
"3008 Somazzistrasse, Bern Bern","7.423054399999955,46.93424709999991"
"3008 Somazzistrasse, Bern Bern","7.422738299999955,46.93437649999991"
"3008 Somazzistrasse, Bern Bern","7.422922099999956,46.934547299999906"
"3008 Somazzistrasse, Bern Bern","7.423232499999956,46.934404899999905"
"3008 Schwarzenburgstrasse, Bern Bern","7.423837799999956,46.9355040999999"
"3008 Gotthardweg, Bern Bern","7.423645499999956,46.9361750999999"
"3008 Gotthardweg, Bern Bern","7.423694599999956,46.9362276999999"
"3008 Gotthardweg, Bern Bern","7.4237435999999555,46.93628029999989"
"3008 Gotthardweg, Bern Bern","7.4237926999999555,46.93633289999989"
"3008 Schwarzenburgstrasse, Bern Bern","7.424593699999955,46.935188499999896"
"3008 L��tschbergweg, Bern Bern","7.4240887999999545,46.93598409999989"
